Record_ID,Date,City_ID,Trend_ID,Season_ID,Eco_ID,Petrol_Price_INR,Diesel_Price_INR,Tax_Percentage,Dealer_Commission,Transportation_Cost,Population_Millions,Vehicle_Density,Demand_Index,Supply_Index,Price_Change_Percent
5092,2024-12-12,99,1,4,712,94.56,81.23,27.21,3.59,2.38,21.69,101.98,58.72,117.95,-2.13
5093,2024-12-13,306,1,4,713,86.54,80.06,20.19,5.51,3.14,10.09,819.44,119.17,120.71,-4.03
5094,2024-12-14,307,1,3,714,96.87,85.7,38.57,2.88,1.04,4.34,755.32,51.22,139.19,1.67
5095,2024-12-15,94,1,1,715,90.66,76.11,23.63,2.49,1.99,24.4,473.99,89.37,113.05,-4.11
5096,2024-12-16,221,2,3,716,101.85,88.44,33.02,2.96,3.51,22.27,848.22,145.33,69.07,4.22
5097,2024-12-17,8,2,1,717,105.78,100.17,20.4,2.83,0.51,15.02,727.69,56.89,116.89,-2.35
5098,2024-12-18,184,3,2,718,100.96,92.76,35.7,5.94,2.68,23.68,974.01,143.21,83.85,-2.34
5099,2024-12-19,178,1,1,719,98.03,91.6,29.24,3.52,3.25,15.5,692.33,61.75,145.44,-0.41
5100,2024-12-20,268,2,1,720,96.62,82.13,35.77,4.61,1.84,15.74,665.52,62.78,81.33,4.44
5101,2024-12-21,240,3,1,721,110.25,95.39,22.25,4.78,3.59,15.91,194.49,110.48,74.11,-1.1
5102,2024-12-22,179,2,3,722,91.58,84.23,26.66,3.78,3.07,20.72,902.67,74.39,51.56,-1.56
5103,2024-12-23,293,3,4,723,107.03,95.33,22.76,2.89,2.62,8.16,662.38,50.31,136.21,0.85
5104,2024-12-24,63,1,1,724,107.72,94.31,36.15,3.75,1.19,8.1,526.0,124.95,141.61,4.77
5105,2024-12-25,116,2,4,725,97.58,90.24,22.71,3.9,2.85,1.3,108.57,87.09,56.76,-2.55
5106,2024-12-26,27,2,4,726,93.92,87.04,35.43,5.82,3.42,20.32,551.11,140.81,91.46,3.68
5107,2024-12-27,253,1,1,727,99.12,94.0,23.37,4.27,3.05,6.95,626.15,77.81,91.86,-0.04
5108,2024-12-28,155,3,3,728,87.8,78.68,43.58,5.88,2.51,5.87,740.38,116.93,130.03,2.88
5109,2024-12-29,214,2,2,729,86.38,72.38,30.41,4.31,3.0,12.15,252.54,82.64,84.37,-1.32
5110,2024-12-30,108,1,1,730,88.35,74.32,23.16,2.58,3.92,21.53,186.45,64.83,84.34,-0.49
5111,2023-01-01,217,1,1,1,90.61,84.34,21.05,3.54,0.54,15.17,614.31,147.48,83.17,-1.11
5112,2023-01-02,86,1,2,2,100.13,93.08,28.24,5.17,2.82,21.14,857.73,108.82,92.92,0.13
5113,2023-01-03,41,1,1,3,110.47,101.39,42.28,3.69,3.28,0.51,676.84,133.97,114.27,-3.39
5114,2023-01-04,164,2,4,4,92.07,79.26,23.6,2.4,2.74,5.14,789.03,75.02,146.86,3.28
5115,2023-01-05,116,2,2,5,113.05,101.94,39.77,2.38,1.46,18.07,423.65,89.32,102.82,-1.11
5116,2023-01-06,132,2,1,6,113.65,103.51,30.43,2.95,3.38,7.45,279.88,97.69,88.95,-1.7
5117,2023-01-07,9,1,2,7,113.77,102.85,40.07,4.26,3.7,23.49,338.06,112.96,51.76,3.38
5118,2023-01-08,247,1,1,8,110.13,104.16,41.86,5.32,2.89,19.01,286.81,89.49,66.02,-2.84
5119,2023-01-09,225,1,4,9,95.91,86.14,44.95,4.13,2.29,17.66,920.23,74.74,144.81,2.27
5120,2023-01-10,269,2,2,10,87.18,72.26,21.7,4.98,1.78,0.9,935.49,68.99,75.97,-1.59
5121,2023-01-11,153,2,1,11,102.06,96.18,39.91,4.58,1.66,17.44,619.87,109.93,70.18,0.71
5122,2023-01-12,87,2,2,12,101.76,91.57,21.74,4.1,3.03,13.36,678.57,74.77,67.22,0.17
5123,2023-01-13,175,1,1,13,110.5,102.54,27.87,2.86,2.62,4.74,894.14,89.66,108.81,0.8
5124,2023-01-14,55,2,3,14,114.88,104.48,36.16,5.53,1.05,14.88,384.79,53.47,89.5,0.83
5125,2023-01-15,178,3,2,15,100.24,89.51,31.18,3.1,0.99,3.08,338.66,75.64,108.39,1.88
5126,2023-01-16,17,2,3,16,95.36,84.58,34.13,3.01,0.75,12.42,905.81,98.3,147.4,-0.32
5127,2023-01-17,221,2,1,17,90.58,77.05,44.15,3.03,2.89,5.19,269.2,129.6,57.46,-0.08
5128,2023-01-18,114,2,4,18,85.14,76.25,40.47,2.38,1.6,0.76,998.83,87.3,63.47,2.59
5129,2023-01-19,138,1,2,19,100.27,90.11,29.09,3.99,0.57,9.58,817.49,79.52,107.36,-2.91
5130,2023-01-20,140,2,4,20,101.67,96.56,35.0,3.31,1.68,9.53,896.1,101.61,66.4,2.79
5131,2023-01-21,116,1,2,21,109.75,96.85,21.21,4.09,3.41,13.15,337.14,54.98,116.34,-4.92
5132,2023-01-22,150,2,2,22,100.14,92.54,31.32,3.81,1.37,24.06,865.61,85.39,131.42,0.77
5133,2023-01-23,57,3,3,23,112.49,99.33,35.21,4.08,2.72,2.45,424.31,63.53,122.77,-0.64
5134,2023-01-24,177,2,2,24,103.84,96.19,37.87,3.19,2.04,5.99,485.01,75.35,81.74,1.33
5135,2023-01-25,29,2,3,25,110.21,105.1,42.54,5.26,2.42,11.54,681.9,89.07,133.82,-0.11
5136,2023-01-26,184,3,3,26,89.45,82.9,27.08,4.14,2.59,9.06,961.46,55.8,101.03,2.9
5137,2023-01-27,249,1,3,27,110.66,95.8,42.55,2.83,2.09,14.33,585.51,129.72,128.31,-3.02
5138,2023-01-28,12,3,2,28,105.25,97.06,36.54,5.61,0.7,20.2,645.58,77.47,146.19,-2.3
5139,2023-01-29,224,3,4,29,90.11,84.02,21.94,2.44,2.49,10.75,911.22,73.28,96.52,0.78
5140,2023-01-30,112,3,2,30,90.69,84.51,29.51,4.93,1.89,8.07,307.4,84.36,96.51,-2.64
5141,2023-01-31,190,1,4,31,112.8,104.69,31.91,4.71,1.2,6.08,532.42,86.78,74.92,4.45
5142,2023-02-01,227,1,4,32,85.97,80.59,28.81,2.29,3.64,19.8,890.32,131.27,62.3,3.6
5143,2023-02-02,309,3,4,33,98.88,88.76,22.9,5.61,3.08,2.77,846.49,78.48,123.51,2.6
5144,2023-02-03,26,3,2,34,94.4,87.27,33.79,3.27,1.49,12.4,153.57,96.05,124.82,2.52
5145,2023-02-04,267,1,4,35,104.95,94.76,23.29,4.96,2.39,9.65,150.89,99.82,99.43,1.47
5146,2023-02-05,65,1,4,36,110.19,103.78,42.88,3.11,3.87,16.0,878.49,80.56,125.68,2.35
5147,2023-02-06,266,3,1,37,95.81,86.51,41.63,4.1,1.36,13.8,332.59,128.33,74.37,-4.66
5148,2023-02-07,219,1,1,38,97.81,86.83,31.88,5.89,3.82,8.99,416.9,112.4,50.35,0.81
5149,2023-02-08,302,1,4,39,114.46,108.84,21.69,4.44,2.89,3.09,710.28,122.1,53.26,-2.38
5150,2023-02-09,173,2,3,40,108.52,99.53,33.81,3.19,2.39,3.84,696.63,55.46,105.84,-4.02
5151,2023-02-10,282,2,4,41,111.92,103.89,34.81,3.83,3.94,17.19,733.84,131.95,55.11,4.72
5152,2023-02-11,278,1,3,42,98.16,90.76,42.21,4.7,1.67,12.58,178.68,74.04,132.95,4.46
5153,2023-02-12,230,3,4,43,92.02,80.98,21.69,3.78,1.47,19.82,639.92,59.18,121.37,4.06
5154,2023-02-13,110,1,2,44,97.36,86.47,37.3,5.64,1.69,23.17,532.45,116.1,137.56,1.47
5155,2023-02-14,128,2,2,45,106.48,95.18,34.07,5.47,3.13,17.03,824.81,71.8,118.87,-4.97
5156,2023-02-15,42,2,2,46,88.28,81.69,24.37,2.59,1.68,22.85,238.49,90.65,56.19,-2.03
5157,2023-02-16,110,3,3,47,93.11,85.26,23.04,5.14,0.86,1.18,733.01,120.79,82.0,-4.82
5158,2023-02-17,151,2,4,48,86.4,79.3,37.35,5.77,2.76,13.67,787.01,60.27,85.69,-1.7
5159,2023-02-18,141,2,1,49,97.97,87.57,28.5,3.27,1.28,7.04,988.69,62.77,108.04,-2.03
5160,2023-02-19,41,1,4,50,109.82,100.21,45.0,2.95,0.51,5.32,651.83,116.49,146.28,0.72
5161,2023-02-20,148,3,3,51,85.74,77.44,42.35,2.04,1.2,7.37,332.64,94.96,126.99,-3.58
5162,2023-02-21,5,3,2,52,105.26,92.4,34.14,2.46,3.37,20.58,862.18,72.12,75.21,-1.76
5163,2023-02-22,242,3,3,53,112.97,107.04,36.04,5.84,3.79,15.93,816.84,101.58,59.75,3.98
5164,2023-02-23,153,1,4,54,92.11,77.36,23.97,3.56,2.82,19.54,132.6,111.86,139.71,-2.69
5165,2023-02-24,107,1,3,55,105.81,99.64,42.35,3.55,1.59,12.75,781.59,90.51,107.87,-0.07
5166,2023-02-25,9,2,3,56,114.25,101.52,31.47,3.07,2.03,7.05,721.32,67.29,64.53,-3.81
5167,2023-02-26,110,3,4,57,113.87,105.19,33.03,2.66,1.18,11.97,316.31,114.75,133.64,2.53
5168,2023-02-27,166,2,2,58,92.05,78.4,41.83,4.04,3.58,5.76,630.78,62.12,113.25,-4.19
5169,2023-02-28,131,3,1,59,88.01,82.27,20.16,4.89,2.83,24.79,573.57,115.35,138.96,-3.32
5170,2023-03-01,71,3,1,60,89.45,80.7,32.36,4.2,0.8,19.44,339.21,77.08,126.13,4.86
5171,2023-03-02,318,3,1,61,106.06,97.71,35.67,2.14,1.78,2.03,517.8,50.14,102.11,-2.03
5172,2023-03-03,80,1,3,62,106.77,91.84,23.98,5.21,2.38,24.95,274.4,96.58,106.38,-4.89
5173,2023-03-04,24,2,2,63,105.23,90.37,21.71,5.73,3.29,4.17,242.88,81.0,102.33,-2.62
5174,2023-03-05,88,2,2,64,95.08,88.18,33.37,3.76,3.72,16.62,945.47,72.94,55.47,-0.69
5175,2023-03-06,290,2,4,65,90.09,78.79,33.69,3.47,0.96,9.79,616.5,99.85,143.47,-0.29
5176,2023-03-07,271,2,1,66,102.42,92.07,28.26,2.92,3.42,13.82,830.03,83.66,148.76,-0.93
5177,2023-03-08,106,1,2,67,99.51,92.97,42.06,3.21,0.73,18.0,404.63,79.5,80.44,-3.64
5178,2023-03-09,275,1,3,68,106.87,100.19,27.53,4.58,1.34,7.91,404.77,126.26,131.94,-3.13
5179,2023-03-10,171,2,2,69,98.24,83.35,32.91,5.08,0.57,3.01,550.23,58.3,149.75,1.67
5180,2023-03-11,192,2,4,70,95.16,85.63,24.67,3.33,0.72,16.6,870.08,89.79,51.94,4.73
5181,2023-03-12,38,1,4,71,93.8,87.55,20.28,3.36,0.61,1.13,954.16,74.68,82.23,2.49
5182,2023-03-13,269,3,4,72,91.34,84.2,30.65,3.8,1.01,6.01,142.99,78.54,107.0,2.7
5183,2023-03-14,24,1,3,73,92.97,85.29,33.17,2.68,3.57,0.71,520.61,94.19,89.44,-0.63
5184,2023-03-15,192,2,1,74,87.84,77.74,39.12,5.71,1.49,18.51,888.01,142.27,146.78,-1.42
5185,2023-03-16,35,1,3,75,95.41,87.05,31.22,4.82,2.18,22.12,592.8,115.92,69.18,3.01
5186,2023-03-17,306,2,4,76,86.1,76.55,26.97,3.73,2.2,8.46,505.59,69.31,89.3,1.94
5187,2023-03-18,214,3,1,77,90.59,83.93,35.11,2.49,3.98,8.21,236.1,107.24,123.3,-0.52
5188,2023-03-19,19,3,2,78,107.4,99.14,29.53,5.4,1.78,2.89,499.02,65.38,129.7,2.58
5189,2023-03-20,270,1,1,79,94.76,89.06,25.84,3.93,1.43,1.54,765.69,138.53,60.1,-4.28
5190,2023-03-21,237,3,2,80,105.05,91.15,42.76,5.19,3.87,6.27,710.79,92.39,72.08,-4.35
5191,2023-03-22,134,2,3,81,106.51,99.52,33.42,2.13,2.57,21.56,495.04,144.97,63.21,2.09
5192,2023-03-23,241,3,2,82,102.44,89.87,25.01,3.09,1.51,15.25,790.32,116.24,100.0,4.81
5193,2023-03-24,57,3,1,83,113.76,105.27,36.77,4.49,1.51,0.78,634.53,133.35,103.25,-3.4
5194,2023-03-25,251,3,4,84,85.64,75.9,40.08,3.95,0.8,15.43,347.14,67.93,123.72,4.49
5195,2023-03-26,221,2,3,85,107.16,99.25,38.96,3.18,2.45,1.74,224.75,135.49,137.36,4.71
5196,2023-03-27,32,2,3,86,113.76,101.8,34.99,2.8,3.03,10.75,700.43,68.95,63.75,-4.03
5197,2023-03-28,8,2,1,87,110.87,97.42,32.99,3.21,2.16,23.4,257.74,147.62,103.01,-0.45
5198,2023-03-29,1,1,2,88,90.04,82.17,39.43,4.97,3.6,15.87,290.35,77.99,98.06,-0.65
5199,2023-03-30,206,3,4,89,94.8,87.38,37.7,2.73,2.19,15.49,350.71,118.41,139.55,-2.85
5200,2023-03-31,113,3,4,90,90.17,78.36,34.29,4.38,1.71,17.03,953.64,104.65,102.8,-0.59
5201,2023-04-01,314,2,4,91,103.04,96.09,36.44,3.69,1.38,3.9,711.99,97.86,73.04,3.37
5202,2023-04-02,194,3,3,92,106.37,94.97,24.22,5.05,1.35,2.79,934.59,92.86,142.6,4.16
5203,2023-04-03,88,3,2,93,94.51,88.57,20.5,2.81,1.61,9.62,320.41,88.36,143.1,-1.68
5204,2023-04-04,278,1,3,94,101.19,89.98,43.28,3.08,3.97,5.14,654.28,80.32,62.57,-2.79
5205,2023-04-05,240,3,2,95,105.73,95.59,43.38,3.59,1.76,1.07,705.96,109.72,135.3,0.22
5206,2023-04-06,136,2,2,96,97.64,91.5,39.7,2.67,2.34,8.83,955.53,148.42,133.71,-2.05
5207,2023-04-07,179,1,1,97,110.62,99.13,29.31,3.84,1.46,12.68,520.2,117.22,108.94,0.36
5208,2023-04-08,318,3,3,98,108.15,98.68,23.77,3.66,1.0,1.73,678.56,125.69,97.29,1.24
5209,2023-04-09,261,2,2,99,86.94,79.77,28.93,5.96,2.76,24.31,889.84,115.42,68.48,2.96
5210,2023-04-10,175,2,1,100,103.63,95.1,38.16,4.38,2.41,19.25,227.56,101.57,71.01,1.53
5211,2023-04-11,303,1,1,101,92.06,82.14,28.38,2.28,0.74,18.57,919.68,131.71,76.3,0.34
5212,2023-04-12,9,3,4,102,101.73,95.81,39.9,3.84,3.59,22.06,395.57,82.32,58.07,1.74
5213,2023-04-13,299,3,1,103,113.71,99.13,36.83,5.51,2.28,14.96,486.31,77.32,121.19,-2.76
5214,2023-04-14,32,3,4,104,111.37,99.72,35.75,5.47,1.67,11.24,554.11,88.38,54.97,4.34
5215,2023-04-15,271,1,1,105,97.14,91.11,43.26,5.85,3.23,12.37,745.73,107.88,59.6,1.49
5216,2023-04-16,4,1,3,106,93.75,80.52,42.34,5.58,0.89,5.33,241.77,50.01,66.52,3.46
5217,2023-04-17,66,1,2,107,92.03,83.81,37.79,2.71,2.16,9.81,716.83,133.52,118.89,-2.83
5218,2023-04-18,117,1,2,108,100.98,90.01,24.98,2.01,2.42,20.04,185.72,80.32,61.6,1.82
5219,2023-04-19,279,2,3,109,88.43,80.66,43.47,4.47,3.21,12.8,444.69,110.08,67.75,-4.76
5220,2023-04-20,106,1,4,110,101.48,89.14,25.68,4.81,1.8,4.99,656.67,55.24,143.68,-3.53
5221,2023-04-21,273,1,2,111,85.04,72.81,29.31,2.52,3.49,21.63,226.44,93.16,78.39,-3.64
5222,2023-04-22,302,2,4,112,94.72,84.2,40.67,2.67,2.94,16.43,701.0,56.79,119.4,3.86
5223,2023-04-23,64,2,1,113,91.6,84.19,25.22,5.85,3.2,15.16,958.9,51.13,143.29,-0.36
5224,2023-04-24,44,1,3,114,114.14,106.6,35.97,5.78,3.89,24.25,960.96,128.83,54.15,1.8
5225,2023-04-25,258,1,4,115,106.82,97.99,31.45,2.63,3.46,23.17,627.32,90.48,96.65,4.75
5226,2023-04-26,194,3,1,116,95.49,89.04,35.6,2.99,1.71,4.09,566.9,131.47,103.52,3.75
5227,2023-04-27,170,1,3,117,87.79,79.41,43.95,5.57,2.76,18.69,491.9,83.73,126.08,1.1
5228,2023-04-28,146,3,1,118,100.5,88.66,40.21,3.74,3.54,22.64,510.36,114.78,146.41,-2.43
5229,2023-04-29,12,2,3,119,91.4,78.09,27.4,5.19,2.34,21.61,610.82,59.43,54.08,-3.43
5230,2023-04-30,180,1,4,120,101.09,92.77,21.43,3.58,2.89,22.28,491.28,69.05,88.04,1.82
5231,2023-05-01,210,1,1,121,110.06,102.72,44.18,4.95,1.1,20.25,483.74,97.13,93.09,-1.6
5232,2023-05-02,232,2,2,122,103.47,90.15,34.63,3.59,3.36,24.73,359.5,94.05,146.67,-0.75
5233,2023-05-03,207,3,1,123,104.01,90.11,24.33,5.6,3.15,7.18,710.01,69.42,126.01,1.76
5234,2023-05-04,22,3,3,124,101.23,92.13,35.68,3.3,3.61,4.4,885.78,137.08,143.53,3.03
5235,2023-05-05,288,3,2,125,112.82,107.55,21.06,4.09,2.99,2.36,130.36,78.43,63.54,0.57
5236,2023-05-06,283,1,2,126,112.96,101.01,24.69,4.09,3.57,20.68,967.45,92.73,52.47,3.57
5237,2023-05-07,119,3,2,127,100.38,87.54,35.82,4.6,1.07,11.59,751.93,83.74,147.1,3.42
5238,2023-05-08,53,2,3,128,94.17,88.99,30.06,3.23,3.35,6.82,108.55,149.55,83.09,0.53
5239,2023-05-09,277,2,3,129,98.79,87.84,28.13,4.57,3.84,17.09,189.93,84.66,115.7,-4.17
5240,2023-05-10,148,3,1,130,90.6,79.71,36.39,2.56,3.35,0.52,940.05,76.46,65.71,1.87
5241,2023-05-11,150,2,2,131,104.09,95.3,41.66,5.57,2.65,5.32,703.87,140.68,105.34,-1.23
5242,2023-05-12,243,3,3,132,100.0,87.51,36.96,2.58,3.74,9.77,154.53,65.74,144.11,2.8
5243,2023-05-13,263,3,3,133,88.1,78.82,31.59,5.36,0.83,5.7,403.77,141.82,120.27,-4.26
5244,2023-05-14,268,3,4,134,90.93,79.16,36.47,4.77,0.56,8.89,895.77,106.85,95.17,-0.44
5245,2023-05-15,259,3,3,135,99.39,89.22,37.39,3.36,3.88,4.55,870.16,72.32,142.23,-0.83
5246,2023-05-16,231,2,2,136,111.63,104.14,39.38,3.31,2.89,0.6,271.61,75.2,62.6,-3.12
5247,2023-05-17,155,2,1,137,101.99,90.93,27.68,5.86,0.9,12.66,480.94,121.1,96.93,0.52
5248,2023-05-18,200,2,2,138,105.45,93.08,22.86,2.78,1.69,2.23,777.31,53.94,107.28,0.29
5249,2023-05-19,20,1,3,139,95.17,80.43,37.05,4.89,3.12,18.15,717.85,121.55,51.37,-0.22
5250,2023-05-20,1,1,1,140,102.14,93.34,23.03,2.73,3.13,2.0,189.69,80.99,51.8,-1.7
5251,2023-05-21,177,3,2,141,98.42,92.78,31.55,5.62,1.09,19.28,635.81,130.83,111.82,4.18
5252,2023-05-22,259,2,3,142,104.77,89.89,25.77,4.97,2.15,2.01,122.77,62.5,115.45,2.87
5253,2023-05-23,260,3,4,143,86.52,75.28,28.3,5.73,3.33,24.34,425.29,74.92,148.18,3.45
5254,2023-05-24,306,2,2,144,99.8,85.33,31.77,5.52,3.88,9.36,565.94,93.9,81.05,-2.18
5255,2023-05-25,195,1,4,145,93.88,87.84,42.4,4.2,2.68,7.85,138.68,137.92,84.28,4.59
5256,2023-05-26,76,3,4,146,94.79,86.37,37.01,2.61,2.73,7.98,859.82,78.41,109.45,-1.74
5257,2023-05-27,14,3,3,147,113.83,107.49,24.29,2.89,2.14,6.42,471.97,134.38,124.2,-3.97
5258,2023-05-28,212,1,4,148,90.48,77.13,41.99,2.81,2.39,4.84,465.03,60.21,102.0,3.2
5259,2023-05-29,10,2,1,149,94.34,80.53,32.51,2.88,0.85,20.82,198.82,67.36,111.78,-4.63
5260,2023-05-30,43,2,3,150,100.3,90.28,25.11,3.91,1.72,11.8,527.5,65.8,70.63,4.72
5261,2023-05-31,49,3,4,151,110.89,104.02,33.19,5.47,2.28,2.95,178.09,111.3,121.6,-3.85
5262,2023-06-01,160,1,2,152,97.5,91.23,24.77,2.09,1.46,20.56,236.46,88.87,90.27,-3.61
5263,2023-06-02,144,3,3,153,107.32,96.43,29.18,2.95,1.76,21.59,851.42,136.35,107.74,-4.74
5264,2023-06-03,122,1,1,154,110.69,100.63,40.14,4.39,3.9,23.13,714.32,98.58,115.92,-3.89
5265,2023-06-04,30,2,3,155,94.3,82.35,36.47,5.46,0.52,1.64,636.59,133.8,50.73,-2.68
5266,2023-06-05,256,3,2,156,96.78,88.73,31.95,3.19,1.56,12.12,556.63,74.03,107.63,2.95
5267,2023-06-06,37,1,3,157,95.7,86.67,25.66,3.53,2.54,15.31,525.56,143.13,144.26,-4.89
5268,2023-06-07,90,1,3,158,109.99,104.77,27.05,3.49,1.48,21.14,956.22,113.49,59.92,3.54
5269,2023-06-08,307,3,3,159,86.33,75.23,44.46,3.17,2.87,15.69,992.04,100.56,60.86,-1.97
5270,2023-06-09,302,1,2,160,94.25,85.02,28.57,4.8,1.55,11.72,446.6,110.88,69.94,3.9
5271,2023-06-10,45,2,2,161,105.38,91.18,35.4,4.62,2.73,19.21,112.31,141.71,59.99,-0.83
5272,2023-06-11,246,1,1,162,101.96,90.55,32.49,5.37,3.47,11.85,919.11,84.25,135.36,2.06
5273,2023-06-12,2,3,2,163,98.09,89.1,20.58,5.67,2.81,7.5,388.22,74.58,138.12,-3.54
5274,2023-06-13,308,3,4,164,101.2,93.56,43.62,5.6,0.67,14.8,931.37,74.54,97.39,0.43
5275,2023-06-14,289,1,2,165,90.93,76.87,22.2,4.16,3.28,13.03,579.8,147.27,129.12,-1.71
5276,2023-06-15,256,2,2,166,97.92,92.76,36.47,2.74,1.24,12.45,968.04,83.75,80.34,-2.39
5277,2023-06-16,177,3,2,167,100.05,91.78,40.28,2.89,2.72,5.2,561.34,138.39,100.39,1.78
5278,2023-06-17,12,3,4,168,112.04,97.6,38.72,4.36,2.76,21.21,487.74,63.75,103.78,4.05
5279,2023-06-18,277,3,1,169,92.83,81.28,40.23,5.67,3.31,1.9,930.05,93.06,80.63,1.34
5280,2023-06-19,216,3,4,170,111.03,100.71,38.49,4.12,2.27,1.81,747.68,111.92,108.73,3.84
5281,2023-06-20,96,1,3,171,104.33,97.29,31.14,5.74,1.82,3.93,857.84,146.35,134.31,-1.24
5282,2023-06-21,138,1,3,172,85.61,72.28,42.41,3.05,2.31,3.25,168.1,117.73,144.51,1.65
5283,2023-06-22,30,3,1,173,106.74,99.7,42.81,2.35,2.41,22.12,651.97,50.2,80.47,-4.01
5284,2023-06-23,245,2,2,174,86.07,78.58,30.92,5.19,3.38,19.86,701.07,126.01,142.5,4.51
5285,2023-06-24,288,2,4,175,114.92,108.0,32.12,5.52,1.22,7.48,219.79,114.98,112.73,2.1
5286,2023-06-25,180,1,4,176,111.18,104.6,32.14,3.79,3.46,7.01,370.05,68.52,110.03,0.31
5287,2023-06-26,205,2,4,177,93.92,79.39,26.97,2.41,1.78,10.44,902.19,112.05,62.29,3.67
5288,2023-06-27,167,2,1,178,92.72,81.7,22.87,2.17,3.1,13.27,306.5,142.56,121.05,2.13
5289,2023-06-28,266,2,1,179,96.44,85.06,26.55,2.25,1.67,8.6,800.95,50.45,80.7,-0.54
5290,2023-06-29,300,3,4,180,95.69,81.14,41.1,3.76,2.98,22.69,122.73,147.44,92.64,0.69
5291,2023-06-30,201,2,4,181,96.17,88.86,33.58,2.94,3.3,1.68,263.23,79.62,64.15,0.6
5292,2023-07-01,113,2,2,182,94.55,89.49,41.25,3.85,2.45,24.05,146.4,110.75,73.05,1.62
5293,2023-07-02,315,1,2,183,103.63,92.65,38.63,3.95,2.67,14.45,466.31,77.76,112.19,2.63
5294,2023-07-03,34,3,4,184,89.93,79.85,28.72,3.83,2.98,23.65,282.72,123.09,111.42,-1.15
5295,2023-07-04,203,2,4,185,110.38,100.6,24.63,4.48,2.91,17.54,334.21,101.58,95.84,2.66
5296,2023-07-05,30,3,2,186,109.37,103.75,34.18,4.72,3.05,4.22,555.41,76.29,113.06,-2.2
5297,2023-07-06,95,2,1,187,99.29,89.75,43.4,3.58,3.47,17.49,566.5,100.34,136.72,-1.2
5298,2023-07-07,110,3,2,188,110.58,102.71,40.99,3.35,1.27,24.23,291.59,85.16,53.21,-1.27
5299,2023-07-08,260,2,1,189,92.41,84.67,39.1,3.47,1.25,12.75,865.79,74.97,70.57,-4.19
5300,2023-07-09,314,1,2,190,85.53,78.3,39.1,2.28,3.9,22.01,402.0,109.28,79.62,-3.07
5301,2023-07-10,88,1,2,191,103.58,95.25,33.19,3.29,3.48,24.75,440.88,113.82,107.72,4.82
5302,2023-07-11,241,2,3,192,98.74,90.21,24.24,2.8,2.57,8.79,906.55,64.05,116.59,0.05
5303,2023-07-12,24,1,4,193,102.01,93.93,27.14,3.16,0.53,10.61,487.37,142.92,105.33,-2.79
5304,2023-07-13,77,3,2,194,111.98,97.19,34.45,4.86,3.49,7.24,294.38,50.67,119.77,-1.16
5305,2023-07-14,196,1,2,195,114.1,99.77,27.91,5.95,3.13,23.17,177.32,77.69,94.65,-0.54
5306,2023-07-15,77,1,2,196,104.03,93.29,39.54,5.69,3.85,15.85,699.46,84.33,129.69,-0.29
5307,2023-07-16,275,1,4,197,107.92,93.11,29.33,5.29,0.55,19.05,272.56,56.64,57.23,-0.62
5308,2023-07-17,237,1,2,198,87.51,72.6,22.85,4.95,0.6,5.38,817.04,59.0,111.99,2.89
5309,2023-07-18,109,1,3,199,89.82,81.26,39.56,5.78,2.31,11.02,904.09,134.74,54.33,-1.41
5310,2023-07-19,224,1,3,200,107.0,97.54,37.45,5.01,3.5,16.11,557.83,86.18,73.1,0.93
5311,2023-07-20,236,1,2,201,97.94,83.35,26.33,3.88,3.97,18.53,625.67,86.53,56.18,-0.46
5312,2023-07-21,97,2,3,202,98.38,87.29,44.53,4.41,1.62,16.59,167.34,118.86,109.42,-0.36
5313,2023-07-22,193,1,4,203,94.26,87.13,30.08,3.22,0.63,17.89,693.17,122.43,71.04,4.42
5314,2023-07-23,88,2,2,204,103.22,91.33,37.01,2.01,1.18,15.59,921.96,120.75,59.2,-1.74
5315,2023-07-24,115,1,1,205,90.55,83.5,42.76,3.41,3.57,5.26,100.7,96.89,127.34,-3.69
5316,2023-07-25,300,1,2,206,103.81,95.41,23.9,3.62,2.13,13.87,294.33,120.67,50.06,-1.2
5317,2023-07-26,273,2,4,207,90.21,82.94,41.98,4.93,3.49,22.42,397.0,142.39,104.91,-3.69
5318,2023-07-27,140,3,3,208,86.91,79.46,37.6,5.44,2.05,3.47,836.42,63.48,141.94,3.2
5319,2023-07-28,148,1,2,209,94.91,89.86,24.19,5.85,0.69,6.29,196.98,107.48,128.8,-2.66
5320,2023-07-29,263,3,3,210,91.93,78.13,36.61,3.41,2.66,11.29,497.76,137.87,110.38,0.63
5321,2023-07-30,165,3,2,211,111.67,103.71,41.86,5.83,2.02,2.3,267.07,146.57,60.32,-3.04
5322,2023-07-31,246,3,4,212,86.65,80.78,39.98,5.2,2.22,9.78,921.29,58.79,129.02,-4.44
5323,2023-08-01,91,1,2,213,90.3,84.43,39.02,2.12,3.82,10.72,288.43,144.98,83.54,-1.78
5324,2023-08-02,32,2,3,214,101.46,90.9,24.03,4.38,2.1,20.63,380.39,122.65,65.34,4.92
5325,2023-08-03,296,3,1,215,99.43,84.5,24.77,3.46,3.29,24.64,597.16,122.46,148.84,4.75
5326,2023-08-04,246,3,1,216,86.38,79.93,33.69,2.14,0.71,5.15,172.66,64.76,59.11,-0.27
5327,2023-08-05,190,2,2,217,85.22,79.22,34.5,4.13,2.18,5.61,484.93,107.58,121.83,-1.19
5328,2023-08-06,119,2,4,218,114.64,105.26,43.59,4.34,2.55,22.84,382.12,85.86,85.3,4.75
